"","houseValue","income","houseAge","rooms","bedrooms","population","households","latitude","longitude"
"8410",NA,1.9766,34,617,189,810,180,33.93,-118.35
"8411",170600,2.3375,33,2040,576,2649,561,33.93,-118.35
"8412",149100,2.8462,35,1451,435,1888,NA,33.94,-118.35
"8413",142200,2.6654,38,1794,NA,NA,454,33.94,-118.35
"8414",150400,2.5547,36,2225,601,2755,610,33.94,-118.35
"8415",144600,3.3125,NA,1028,278,1369,261,33.94,-118.35
"8416",NA,2.182,37,3107,903,3456,734,33.94,-118.34
"8417",160700,2.4886,36,2796,1041,NA,944,33.94,-118.34
"8418",152300,3.2862,37,4916,1134,3533,1035,33.93,-118.33
"8419",143700,2.8304,33,4294,1224,4512,1189,33.93,-118.34
"8420",155700,2.2976,32,1254,399,1281,386,33.93,-118.34
"8421",NA,3.0677,37,NA,407,1341,369,33.93,-118.34
"8422",191900,3.01,26,3156,857,2394,787,33.93,-118.35
"8423",192800,3.5139,31,2746,697,NA,598,33.93,-118.35
"8424",NA,2.11,25,NA,692,1603,673,33.93,-118.35
"8425",204500,3.1656,27,4445,1231,3340,1113,33.93,-118.36
"8426",199600,NA,NA,1475,349,965,370,33.92,-118.34
"8427",239700,2.75,24,2728,845,2023,773,33.92,-118.35
"8428",200000,3.6167,29,NA,232,584,231,33.92,-118.35
"8429",229300,2.6667,26,3695,1144,2308,1009,33.92,-118.36
"8430",226800,4.1023,NA,1231,231,793,256,33.92,-118.36
"8431",233800,2.6375,19,2807,883,1546,NA,33.92,-118.36
"8432",NA,2.6961,19,3103,918,2033,738,33.93,-118.36
"8433",NA,2.8958,10,199,41,61,56,33.93,-118.37
"8434",218300,4.4722,44,938,181,502,171,33.92,-118.37
"8435",238900,NA,36,1075,197,509,NA,33.92,-118.37
"8436",242700,NA,40,928,187,521,185,33.92,-118.37
"8437",245600,4.8611,39,1073,206,556,204,33.92,-118.37
"8438",NA,NA,46,1130,201,503,196,33.93,-118.37
"8439",246900,4.4474,46,442,88,255,94,33.93,-118.37
"8440",202500,3.0132,44,520,116,392,106,33.93,-118.36
"8441",222500,3.8,41,NA,439,1191,429,33.91,-118.36
"8442",225600,4.3333,42,1949,422,1184,423,33.91,-118.36
"8443",230000,4.74,42,1935,388,NA,NA,33.9,-118.36
"8444",231900,5.0452,40,1271,276,725,234,33.9,-118.36
"8445",227800,3.9355,41,1869,427,1334,435,33.91,-118.37
"8446",303700,5.6704,35,1742,283,812,282,33.91,-118.37
"8447",294800,5.6482,35,1651,269,707,252,33.9,-118.37
"8448",256300,NA,NA,332,103,177,NA,33.9,-118.37
"8449",289600,5.8374,36,2904,515,1463,534,33.91,-118.38
"8450",231300,NA,19,1949,559,1282,498,33.91,-118.35
"8451",265000,3.5234,31,2583,663,1675,612,33.91,-118.35
"8452",241400,4.0775,28,2108,534,1485,536,33.91,-118.35
"8453",264500,3.87,26,2159,523,1331,520,33.91,-118.35
"8454",NA,NA,25,1884,554,1337,NA,33.91,-118.35
"8455",237000,3.0417,NA,3309,902,2299,837,33.9,-118.35
"8456",269700,4.3187,32,1660,366,928,398,33.91,-118.35
"8457",244000,4.8409,29,2461,535,NA,482,33.91,-118.35
"8458",235400,3.825,34,2055,448,1134,408,33.91,-118.35
"8459",243100,4.1,36,2064,474,1366,NA,33.91,-118.36
"8460",230000,3.9485,32,1056,225,NA,231,33.9,-118.35
"8461",230400,3.5313,NA,NA,NA,640,NA,33.9,-118.36
"8462",185400,3.267,23,969,288,NA,251,33.92,-118.33
"8463",181800,3.3491,39,1224,312,1106,333,33.91,-118.33
"8464",202100,3.2649,17,3724,1023,2536,971,33.91,-118.34
"8465",183300,3.5903,35,1092,302,962,297,33.91,-118.33
"8466",NA,2.4741,8,NA,1404,2691,1142,33.91,-118.34
"8467",193800,3.425,6,1047,271,740,248,33.92,-118.34
"8468",192300,2.6689,NA,9975,3638,7429,3405,33.91,-118.34
"8469",NA,2.455,8,10731,3335,NA,3028,33.91,-118.33
"8470",177900,3.8173,31,NA,339,874,289,33.91,-118.31
"8471",181100,4.2596,36,961,173,625,179,33.91,-118.31
"8472",180500,NA,33,NA,396,1073,NA,33.91,-118.32
"8473",181300,4.2,35,940,197,640,215,33.91,-118.32
"8474",NA,3.6654,35,NA,159,605,170,33.91,-118.32
"8475",181300,NA,34,3041,NA,1920,640,33.91,-118.32
"8476",180500,5.7528,34,1068,198,757,231,33.91,-118.32
"8477",188000,3.6625,35,3189,680,1882,NA,33.9,-118.32
"8478",146400,4.8456,35,1307,246,672,219,33.92,-118.31
"8479",158000,NA,35,NA,266,NA,282,33.93,-118.31
"8480",157800,4.9615,34,1536,273,NA,287,33.93,-118.32
"8481",152800,4.8304,35,1281,219,710,184,33.92,-118.32
"8482",137200,NA,31,3894,1017,NA,962,33.93,-118.29
"8483",145200,3.692,34,1799,NA,1293,355,33.92,-118.29
"8484",155500,5.3292,34,1374,240,906,248,33.92,-118.29
"8485",154700,3.0139,34,2053,382,1258,380,33.92,-118.3
"8486",169400,3.7969,29,2228,396,1140,352,33.93,-118.3
"8487",155100,3.0147,30,1842,476,1491,NA,33.91,-118.3
"8488",172600,2.6182,34,1617,493,NA,500,33.91,-118.3
"8489",171300,2.6312,28,1576,400,891,378,33.9,-118.31
"8490",177500,2.3043,28,1501,446,1028,418,33.91,-118.29
"8491",NA,1.7714,27,1013,394,1067,400,33.9,-118.29
"8492",208800,3.6,29,2617,668,1868,647,33.9,-118.3
"8493",224100,3.4,27,3267,762,2099,NA,33.9,-118.3
"8494",173600,2.9559,NA,2455,661,1975,618,33.9,-118.3
"8495",181400,3.287,19,2421,689,1726,660,33.9,-118.3
"8496",207800,3.0329,NA,NA,858,1806,787,33.89,-118.3
"8497",218100,3.285,37,2132,565,1369,565,33.89,-118.3
"8498",198400,3.5417,38,1400,399,1131,405,33.9,-118.31
"8499",208900,2.7428,33,2138,567,NA,528,33.89,-118.29
"8500",NA,NA,32,2355,NA,1605,571,33.89,-118.29
"8501",218600,3.0739,36,1751,438,1175,419,33.88,-118.29
"8502",237000,3.3281,21,4946,1231,3186,1167,33.88,-118.29
"8503",214700,3.1597,27,3144,722,1510,680,33.87,-118.3
"8504",234900,5.0641,31,NA,261,NA,263,33.87,-118.3
"8505",253600,4.0536,26,NA,312,807,NA,33.88,-118.3
"8506",247700,3.7375,29,850,229,563,NA,33.88,-118.3
"8507",195300,3.2574,30,1348,333,885,322,33.88,-118.3
"8508",242100,2.8445,35,NA,749,NA,696,33.88,-118.3
"8509",242300,3.5644,32,2421,671,1491,587,33.88,-118.31
"8510",NA,3.5556,35,1939,412,1036,400,33.88,-118.31
"8511",237500,2.3812,21,NA,430,686,400,33.88,-118.31
"8512",194700,3.4792,30,NA,581,1724,531,33.9,-118.31
"8513",220600,3.7639,37,2278,508,1257,498,33.89,-118.31
"8514",231500,4.1458,35,2144,423,1192,417,33.89,-118.31
"8515",212100,4.0473,36,1520,300,831,291,33.9,-118.32
"8516",210300,4.1344,36,1741,412,1245,NA,33.9,-118.32
"8517",216400,3.0526,37,1664,401,1316,409,33.9,-118.32
"8518",210100,4.2813,45,NA,453,1323,458,33.89,-118.32
"8519",220600,5.1669,44,1300,252,NA,249,33.89,-118.32
"8520",NA,4.5053,34,2675,560,1270,492,33.89,-118.32
"8521",163900,2.6091,21,6603,1984,5546,1745,33.9,-118.33
"8522",224600,4.9779,23,2395,498,1309,493,33.9,-118.34
"8523",227300,5.5133,37,NA,105,355,118,33.9,-118.34
"8524",242700,4.7426,36,1158,219,NA,253,33.9,-118.34
"8525",236600,4.1776,36,1342,259,706,261,33.9,-118.34
"8526",226900,4.1953,39,1880,361,NA,357,33.89,-118.33
"8527",230800,5.1874,42,1816,338,NA,306,33.89,-118.33
"8528",245900,6.0088,36,2392,444,1346,445,33.89,-118.34
"8529",244500,5.373,36,2274,411,1232,423,33.89,-118.34
"8530",207900,2.8777,13,2887,853,2197,800,33.9,-118.35
"8531",225000,NA,NA,1547,344,956,287,33.9,-118.35
"8532",232400,4.875,31,981,222,734,239,33.9,-118.35
"8533",229000,3.6486,29,2940,708,2175,684,33.89,-118.35
"8534",NA,4.1552,34,1740,387,1249,375,33.89,-118.35
"8535",205000,2.9551,41,1355,349,655,329,33.9,-118.36
"8536",220300,3.3971,22,1127,287,697,241,33.9,-118.35
"8537",240000,4.2829,NA,1143,299,776,273,33.89,-118.35
"8538",228000,3.375,NA,1719,NA,1266,NA,33.89,-118.36
"8539",227600,5.3169,34,760,174,723,NA,33.89,-118.36
"8540",NA,4.0727,18,NA,922,2276,854,33.9,-118.36
"8541",215000,3.1325,NA,2837,684,2141,648,33.89,-118.36
"8542",236800,4.2454,33,2408,534,1644,523,33.88,-118.36
"8543",260800,2.65,28,NA,NA,827,308,33.88,-118.36
"8544",NA,3.2049,25,2845,710,1611,628,33.88,-118.36
"8545",NA,2.7981,22,NA,336,930,287,33.88,-118.36
"8546",230700,3.9844,26,1375,286,829,NA,33.88,-118.36
"8547",232700,3.0833,25,1769,NA,1371,414,33.89,-118.35
"8548",238200,4.0737,36,1583,411,NA,NA,33.88,-118.35
"8549",233300,3.2589,42,725,183,493,NA,33.88,-118.34
"8550",225800,4.4,44,822,180,480,177,33.88,-118.35
"8551",NA,3.2594,36,1567,NA,1054,NA,33.88,-118.35
"8552",237500,3.35,25,1459,362,1150,354,33.88,-118.35
"8553",255000,NA,40,1896,416,950,383,33.74,-118.3
"8554",270500,3.9375,NA,1065,NA,887,217,33.74,-118.3
"8555",NA,5.25,NA,80,20,61,23,33.92,-118.39
"8556",345800,5.9499,NA,1453,271,695,NA,33.92,-118.4
"8557",363800,4.5987,32,2828,NA,1313,534,33.92,-118.4
"8558",376100,4.7319,35,NA,447,1000,450,33.93,-118.4
"8559",363900,5.0596,38,3328,625,1455,619,33.93,-118.41
"8560",358000,NA,32,2590,607,1132,555,33.92,-118.41
"8561",337500,4.5729,22,2340,NA,1141,554,33.92,-118.41
"8562",339700,4.1818,22,2514,605,1225,568,33.93,-118.41
"8563",NA,5.2338,38,1437,272,590,250,33.92,-118.41
"8564",275000,3.6389,29,1436,NA,674,343,33.92,-118.41
"8565",361300,3.8086,25,3521,852,1524,764,33.92,-118.42
"8566",346000,NA,41,1621,279,756,277,33.92,-118.42
"8567",341400,4.9286,39,2988,NA,1466,610,33.93,-118.42
"8568",382200,4.5743,28,4603,993,2191,943,33.93,-118.42
"8569",500001,5.5347,29,1929,523,686,455,33.9,-118.42
"8570",500001,5.4088,27,1536,377,553,NA,33.9,-118.43
"8571",492200,7.3151,34,2674,NA,1087,431,33.9,-118.4
"8572",500001,7.8924,37,2458,400,920,375,33.9,-118.4
"8573",472100,8.468,39,2311,404,1044,380,33.9,-118.41
"8574",500001,7.5552,39,2040,336,926,351,33.9,-118.41
"8575",500001,6.6494,35,2020,451,724,399,33.88,-118.44
"8576",500001,5.308,37,1576,345,NA,340,33.9,-118.42
"8577",500001,5.9596,NA,1394,321,552,296,33.9,-118.42
"8578",500001,7.2316,NA,1428,320,677,331,33.89,-118.41
"8579",500001,9.0812,35,1194,292,507,295,33.89,-118.41
"8580",500001,NA,38,4166,828,1600,770,33.89,-118.41
"8581",500001,6.348,34,2959,639,1143,593,33.89,-118.41
"8582",500001,5.0497,31,702,161,236,144,33.89,-118.41
"8583",477100,7.9059,38,NA,466,1098,438,33.9,-118.4
"8584",481500,NA,36,2334,430,1033,407,33.89,-118.4
"8585",500001,7.9611,31,2926,492,1149,476,33.89,-118.4
"8586",500001,8.1596,36,2127,314,807,306,33.89,-118.4
"8587",500001,8.2037,NA,4314,725,NA,718,33.9,-118.39
"8588",379300,6.5745,35,1778,330,732,312,33.89,-118.38
"8589",NA,6.3434,30,2532,464,1056,419,33.89,-118.39
"8590",422700,7.3356,38,1851,332,750,314,33.89,-118.39
"8591",438100,NA,NA,826,143,389,147,33.89,-118.39
"8592",329200,5.0299,40,756,NA,371,130,33.89,-118.36
"8593",336200,4.4271,44,1362,237,709,247,33.88,-118.36
"8594",324000,4.4211,NA,1325,245,669,253,33.88,-118.37
"8595",342600,5.5335,21,966,172,417,158,33.88,-118.37
"8596",NA,5.2999,NA,1313,244,561,217,33.88,-118.38
"8597",356800,5.6091,21,2696,548,1142,473,33.89,-118.37
"8598",NA,5.9619,20,2439,474,1219,497,33.88,-118.37
"8599",295800,4.7404,31,NA,543,1107,508,33.88,-118.36
"8600",293000,4.9375,19,2512,NA,1275,544,33.87,-118.36
"8601",304200,6.02,NA,757,148,361,141,33.87,-118.37
"8602",334200,4.5357,27,1688,331,811,327,33.88,-118.37
"8603",316900,4.675,27,2287,491,NA,466,33.87,-118.38
"8604",NA,5.5771,27,3039,606,NA,564,33.88,-118.38
"8605",340700,4.4828,26,2620,530,NA,525,33.88,-118.37
"8606",281900,3.9868,17,1082,291,NA,281,33.87,-118.36
"8607",290000,3.4208,22,2114,541,1300,538,33.87,-118.36
"8608",338600,5.0114,18,2516,485,NA,433,33.87,-118.37
"8609",294000,3.5048,13,2907,726,NA,694,33.87,-118.37
"8610",NA,5.5456,35,2126,434,1044,433,33.86,-118.36
"8611",295900,5.0784,37,1768,314,802,290,33.86,-118.36
"8612",305900,5.543,34,1865,345,963,NA,33.86,-118.36
"8613",324000,4.119,28,2685,581,1243,529,33.86,-118.37
"8614",359900,NA,23,NA,331,891,356,33.87,-118.37
"8615",292900,4.9821,21,4151,1018,2054,925,33.87,-118.38
"8616",321900,5.7415,17,NA,579,1467,583,33.87,-118.38
"8617",337900,5.8518,NA,2387,418,1008,415,33.87,-118.38
"8618",NA,7.521,19,3303,584,1329,569,33.87,-118.39
"8619",365500,6.4242,12,4235,NA,1798,683,33.86,-118.38
"8620",352700,6.7613,29,2787,NA,1182,NA,33.86,-118.38
"8621",333800,6.3021,24,NA,560,1312,542,33.86,-118.38
"8622",329300,7.674,15,NA,311,908,330,33.86,-118.38
"8623",337600,6.9021,33,1993,371,918,NA,33.87,-118.38
"8624",456100,NA,39,1489,282,743,270,33.88,-118.38
"8625",453700,5.0602,34,1830,315,NA,307,33.88,-118.38
"8626",474300,7.6685,33,2496,387,1098,404,33.88,-118.39
"8627",472700,NA,34,1973,367,843,345,33.88,-118.39
"8628",495500,5.9683,33,2543,439,1098,416,33.88,-118.39
"8629",500001,8.1513,31,1448,NA,607,259,33.88,-118.39
"8630",NA,6.0441,35,NA,216,521,191,33.88,-118.39
"8631",NA,4.75,36,2501,443,1031,422,33.88,-118.38
"8632",500001,7.2651,36,3022,482,1278,494,33.88,-118.4
"8633",500001,9.3399,36,NA,214,474,187,33.88,-118.4
"8634",500001,7.5,35,1753,296,615,275,33.88,-118.4
"8635",500001,6.3403,34,540,107,213,104,33.88,-118.41
"8636",500001,8.0015,35,1060,191,444,196,33.88,-118.4
"8637",NA,7.9614,NA,2492,449,1033,437,33.88,-118.41
"8638",500001,NA,40,925,254,371,227,33.88,-118.41
"8639",500001,7.0842,NA,1471,308,498,264,33.88,-118.41
"8640",500001,6.822,NA,847,173,344,170,33.87,-118.43
"8641",434500,5.2276,26,6712,1441,2803,1394,33.87,-118.4
"8642",394600,5.9683,34,2395,NA,1087,NA,33.87,-118.39
"8643",500001,7.1264,34,358,NA,162,84,33.86,-118.43
"8644",472700,6.2356,42,1516,341,634,327,33.88,-118.4
"8645",479500,6.435,40,1679,372,719,385,33.87,-118.4
"8646",500001,NA,38,2398,431,NA,NA,33.87,-118.4
"8647",500001,NA,45,2093,NA,842,472,33.87,-118.4
"8648",469800,5.0976,34,3145,786,1352,727,33.87,-118.4
"8649",500001,5.3816,NA,2181,505,965,471,33.87,-118.4
"8650",392400,5.687,34,2361,442,915,437,33.86,-118.39
"8651",NA,6.1404,28,3619,764,1735,789,33.86,-118.39
"8652",400700,4.8971,24,2386,582,1152,568,33.86,-118.39
"8653",380800,5.1677,18,5152,1365,2286,1243,33.86,-118.4
"8654",430000,5.6017,29,2085,533,919,489,33.85,-118.4
"8655",500001,4.7105,41,2237,NA,938,523,33.86,-118.4
"8656",NA,5.0322,43,1584,477,799,433,33.85,-118.42
"8657",378100,4.9384,28,4430,928,2131,885,33.85,-118.38
"8658",384600,5.5843,31,NA,729,1647,679,33.85,-118.38
"8659",366200,5.7128,24,4373,871,1830,824,33.85,-118.39
"8660",336400,4.425,16,6123,1989,2853,1789,33.85,-118.41
"8661",349000,4.3594,17,1610,379,670,341,33.85,-118.39
"8662",379800,5.4968,25,5775,1149,2637,1117,33.84,-118.38
"8663",384800,4.4615,20,NA,498,1070,521,33.83,-118.38
"8664",432700,5.1626,40,3070,570,1264,506,33.83,-118.38
"8665",355300,6.0382,26,2869,567,1157,538,33.84,-118.38
"8666",348600,5.137,16,2472,572,965,529,33.84,-118.39
"8667",420200,5.145,19,NA,1611,2455,NA,33.83,-118.43
"8668",500001,5.637,32,2075,539,954,519,33.83,-118.39
"8669",500001,4.5817,NA,3433,918,NA,828,33.82,-118.39
"8670",500001,NA,34,2112,614,946,574,33.82,-118.43
"8671",381200,4.5687,32,2815,NA,1338,609,33.82,-118.37
"8672",NA,5.1589,35,3053,NA,1311,NA,33.82,-118.38
"8673",416700,6.0308,38,1318,237,547,NA,33.82,-118.38
"8674",427200,4.5179,35,2152,454,902,414,33.83,-118.38
"8675",260700,2.4219,33,2147,505,1371,498,33.88,-118.31
"8676",271900,5.3244,NA,3763,762,1967,724,33.87,-118.32
"8677",282100,NA,35,NA,339,828,319,33.88,-118.32
"8678",280300,5.5538,34,1803,341,947,333,33.88,-118.32
"8679",269000,6.4781,37,1402,NA,722,251,33.88,-118.32
"8680",270000,3.1505,30,1856,444,899,435,33.88,-118.33
"8681",283300,3.2417,36,1271,NA,811,345,33.88,-118.33
"8682",265600,3.9167,44,724,133,373,133,33.87,-118.33
"8683",266600,3.6988,28,4605,1188,2558,1093,33.87,-118.34
"8684",298400,3.8657,31,3122,727,1885,715,33.88,-118.34
"8685",NA,4.7543,27,3348,695,1545,NA,33.87,-118.31
"8686",325200,6.6632,29,2243,361,NA,352,33.86,-118.31
"8687",291700,4.6563,32,3485,678,1715,649,33.86,-118.32
"8688",283800,5.6254,35,2380,404,1212,422,33.87,-118.32
"8689",255900,4.6406,34,1069,NA,601,212,33.87,-118.34
"8690",267100,4.2614,36,2219,406,1219,403,33.87,-118.33
"8691",278100,6.4891,35,743,128,385,137,33.87,-118.33
"8692",252300,6.4391,34,495,90,NA,93,33.86,-118.32
"8693",255400,6.0335,38,914,176,519,174,33.86,-118.33
"8694",259600,6.3992,36,854,160,NA,150,33.86,-118.33
"8695",248600,4,38,1059,218,561,205,33.86,-118.33
"8696",NA,5.259,36,2223,360,1162,376,33.86,-118.34
"8697",285900,5.4791,35,1936,343,1008,346,33.86,-118.34
"8698",NA,5.3743,28,2948,566,1445,524,33.87,-118.34
"8699",261300,4.5833,NA,1420,286,886,290,33.87,-118.35
"8700",279600,5.5,34,2823,500,1429,NA,33.87,-118.35
"8701",257000,3.6169,28,NA,579,NA,564,33.87,-118.35
"8702",281500,3.9732,28,2075,NA,1216,446,33.86,-118.35
"8703",271300,4.3859,NA,2139,481,971,418,33.86,-118.35
"8704",309700,6.2778,36,1561,252,740,253,33.84,-118.34
"8705",314100,5.3131,36,1364,251,668,245,33.84,-118.33
"8706",331900,5.269,36,1407,231,676,231,33.84,-118.34
"8707",358500,5.399,34,1761,329,965,329,33.83,-118.34
"8708",350900,5.8972,35,1818,353,853,321,33.83,-118.34
"8709",330700,5.7422,37,1249,218,583,NA,33.86,-118.36
"8710",NA,5,34,1770,NA,916,289,33.85,-118.35
"8711",348200,5.6426,35,1248,206,551,185,33.85,-118.35
"8712",334400,4.8906,36,1390,230,683,219,33.85,-118.36
"8713",332600,5.2799,36,NA,122,360,128,33.86,-118.36
"8714",341200,6.1599,34,2415,404,1278,414,33.85,-118.37
"8715",NA,6.1133,34,1086,197,509,158,33.85,-118.36
"8716",395300,5.785,25,5622,998,2537,NA,33.85,-118.37
"8717",354700,3.5414,22,13133,3680,7180,3522,33.84,-118.35
"8718",NA,3.703,22,11016,3170,6664,2838,33.84,-118.36
"8719",410000,6.3974,29,3662,586,1626,611,33.85,-118.37
"8720",379000,NA,27,3245,NA,1572,NA,33.84,-118.37
"8721",342000,6.1187,36,1102,193,522,172,33.83,-118.35
"8722",353600,5.1984,36,1660,300,943,300,33.83,-118.36
"8723",NA,5.7654,NA,NA,279,743,274,33.84,-118.36
"8724",342800,4.9583,35,NA,NA,978,326,33.84,-118.37
"8725",343400,5.9143,NA,1378,247,645,NA,33.83,-118.36
"8726",350200,5.6013,35,2828,487,1439,490,33.83,-118.36
"8727",353400,4.7308,35,1207,207,601,213,33.83,-118.37
"8728",339000,6.7105,32,1751,328,819,323,33.84,-118.37
"8729",286400,5.5023,5,13038,NA,5272,2523,33.83,-118.33
"8730",234800,3.5073,42,3146,770,1859,740,33.85,-118.32
"8731",270700,NA,52,1819,464,1068,424,33.84,-118.31
"8732",318900,3.8456,NA,2399,516,1160,514,33.83,-118.32
"8733",376100,1.6228,42,1486,420,897,377,33.84,-118.32
"8734",225000,2.775,50,696,311,382,234,33.83,-118.31
"8735",273000,2.9375,45,2929,NA,1635,652,33.83,-118.31
"8736",279900,3.402,35,3462,814,1902,700,33.82,-118.31
"8737",310000,5.2363,19,NA,790,2105,834,33.83,-118.32
"8738",323700,4.1406,39,2198,425,1160,436,33.82,-118.31
"8739",361700,NA,26,2345,NA,1195,377,33.82,-118.31
"8740",362600,4.1169,23,3942,748,NA,711,33.81,-118.31
"8741",336000,4.3056,30,1773,356,905,352,33.81,-118.31
"8742",382100,4.4271,25,2587,512,1219,509,33.82,-118.32
"8743",379500,7.0935,22,2508,402,1254,395,33.82,-118.32
"8744",346200,4.8438,28,2142,445,1140,422,33.81,-118.32
"8745",357000,4.7062,27,2113,380,1109,360,33.81,-118.32
"8746",417800,6.5861,26,5591,934,2824,939,33.82,-118.33
"8747",446800,NA,25,4177,832,NA,789,33.8,-118.34
"8748",328900,4.0708,28,7591,1710,3420,1635,33.82,-118.35
"8749",339000,6.2247,NA,1784,311,901,293,33.82,-118.36
"8750",387800,5.878,39,2794,444,1319,441,33.82,-118.37
"8751",352700,6.0176,36,2463,447,1125,424,33.82,-118.37
"8752",366900,6.256,36,2416,394,NA,386,33.82,-118.37
"8753",339500,5.7765,36,1083,187,522,187,33.82,-118.36
"8754",360800,3.3565,26,5166,1313,2738,1239,33.82,-118.36
"8755",330000,6.1359,28,67,15,NA,11,33.82,-118.36
"8756",378800,4.5592,25,9042,2022,4458,1944,33.81,-118.36
"8757",359900,5.1778,26,1575,300,881,309,33.81,-118.36
"8758",458300,NA,36,2031,339,817,337,33.81,-118.37
"8759",NA,6.4956,NA,2349,407,954,373,33.81,-118.38
"8760",410300,8.5491,20,1975,306,703,292,33.81,-118.38
"8761",500001,5.0106,33,3994,990,1647,931,33.81,-118.44
"8762",500001,5.9907,34,1822,364,750,NA,33.82,-118.38
"8763",356800,4.7026,34,2211,502,1113,488,33.81,-118.36
"8764",482200,6.8553,33,5057,790,2021,748,33.81,-118.37
"8765",500001,6.9296,36,1283,209,563,209,33.81,-118.37
"8766",488500,6.015,41,1889,301,802,278,33.81,-118.38
"8767",500001,5.7361,39,2400,373,NA,372,33.81,-118.38
"8768",487500,3.7778,NA,1008,165,391,167,33.81,-118.39
"8769",500001,10.5045,36,1018,148,NA,169,33.81,-118.38
"8770",365600,4.1071,29,4389,873,2069,901,33.79,-118.33
"8771",NA,5.0254,36,NA,123,388,124,33.79,-118.34
"8772",327700,3.9408,NA,1730,427,1008,393,33.8,-118.34
"8773",NA,5.0951,33,2194,469,987,397,33.8,-118.34
"8774",311700,NA,32,1434,296,672,NA,33.8,-118.35
"8775",500001,5.9541,19,6224,1105,3152,NA,33.8,-118.35
"8776",308900,3.7167,29,2795,572,1469,NA,33.8,-118.31
"8777",285800,4.0536,29,3254,717,1593,680,33.8,-118.32
"8778",254700,3.2472,35,2290,563,1374,530,33.79,-118.31
"8779",277900,4.0425,31,4464,991,2420,947,33.8,-118.31
"8780",244800,3.1648,39,1415,298,729,278,33.8,-118.32
"8781",279900,3.8287,35,2924,658,1675,602,33.79,-118.32
"8782",315100,4.1477,32,2381,467,1264,488,33.79,-118.32
"8783",286400,3.1275,29,4317,1037,NA,959,33.8,-118.32
"8784",250000,3.3958,38,1601,NA,711,NA,33.79,-118.31
"8785",383800,3.5804,30,NA,819,2411,819,33.78,-118.31
"8786",NA,3.6797,21,6638,1634,3240,1568,33.79,-118.32
"8787",500001,8.1782,25,11016,1626,4168,1584,33.78,-118.34
"8788",500001,8.3609,34,5166,704,2071,668,33.79,-118.36
"8789",500001,8.2064,36,1596,234,654,223,33.79,-118.37
"8790",500001,6.9742,38,2553,400,1042,393,33.8,-118.36
"8791",500001,10.1241,34,2629,369,966,375,33.8,-118.36
"8792",500001,8.0838,36,4421,702,1433,624,33.8,-118.38
"8793",500001,11.9993,NA,4803,NA,1490,577,33.8,-118.45
"8794",500001,10.898,30,4402,NA,1582,551,33.79,-118.39
"8795",500001,12.9758,24,4787,562,1653,548,33.78,-118.4
"8796",500001,11.6648,NA,2141,260,635,240,33.79,-118.44
"8797",500001,10.06,22,7554,NA,2808,946,33.77,-118.41
"8798",500001,10.5536,28,3065,406,1101,391,33.77,-118.46
"8799",500001,8.0957,36,2093,303,802,300,33.78,-118.42
"8800",500001,10.1447,26,NA,NA,2540,880,33.77,-118.37
"8801",500001,9.821,21,NA,1537,4649,1504,33.77,-118.38
"8802",418300,6.3064,17,10950,2207,4713,2043,33.77,-118.38
"8803",500001,7.7042,32,10445,1620,4474,1576,33.79,-118.38
"8804",500001,NA,26,5005,776,2357,790,33.78,-118.4
"8805",NA,8.2831,22,17591,2604,NA,2492,33.75,-118.42
"8806",500001,15.0001,34,5586,674,NA,636,33.76,-118.34
"8807",500001,NA,25,NA,1132,3392,1132,33.74,-118.35
"8808",500001,7.6986,NA,8277,1290,NA,1159,33.75,-118.38
"8809",500001,7.5594,18,1193,233,475,228,33.71,-118.39
"8810",500001,9.8091,4,311,NA,128,46,33.75,-118.41
"8811",NA,6.6447,20,5776,956,2757,936,33.77,-118.31
"8812",414700,6.5704,26,4486,709,1873,719,33.76,-118.31
"8813",357300,NA,36,2715,474,1303,457,33.75,-118.31
"8814",396400,6.287,34,2338,393,1031,373,33.75,-118.31
"8815",500001,NA,33,4244,595,1534,557,33.77,-118.33
"8816",NA,9.267,33,2996,398,1048,387,33.75,-118.32
"8817",NA,11.6677,37,1080,135,366,142,33.75,-118.32
"8818",500001,10.1357,24,6097,794,2248,806,33.74,-118.32
"8819",500001,6.887,37,627,95,259,106,33.77,-118.32
"8820",200000,NA,37,1442,NA,998,503,34.09,-118.34
"8821",288900,1.6081,35,1989,634,1108,593,34.09,-118.35
"8822",266700,3.0349,35,2705,785,1526,793,34.09,-118.35
"8823",236100,2.5444,35,2234,689,1334,662,34.09,-118.35
"8824",312500,1.7558,34,2832,883,1594,843,34.09,-118.36
"8825",NA,2.6,36,1616,465,773,429,34.09,-118.36
"8826",243800,2.0205,33,3463,1170,1845,1134,34.09,-118.36
"8827",283300,NA,30,2353,728,1365,718,34.09,-118.36
"8828",300000,2.875,37,7097,2010,2913,1939,34.1,-118.36
"8829",200000,2.5812,36,1390,458,874,468,34.09,-118.36
"8830",383300,2.6136,28,1111,300,526,294,34.09,-118.36
"8831",383300,3.2159,38,1349,344,547,309,34.09,-118.37
"8832",300000,3.0156,NA,4408,1295,1690,1229,34.09,-118.37
"8833",500001,NA,33,3180,865,1347,841,34.09,-118.37
"8834",225000,3.2818,31,6348,1827,2559,1755,34.09,-118.37
"8835",341700,3.1517,22,4247,1253,1766,1170,34.09,-118.37
"8836",400000,5.5224,24,630,172,257,147,34.09,-118.37
